sent_id,text,subj,rel,obj,rule,Unnamed: 6,Unnamed: 7
4382,惰性气体是氮、氦、氩、氪、氙、氩等气体的总称。,惰性气体,IS_A,总称,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4425,盐酸是重要的化工原料。,盐酸,IS_A,化工原料,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4503,计算机是由电子元器件构成的，而在电子元器件中最易实现的是二进制。,计算机,IS_A,二进制,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4506,二进制中的简单加法是最基本的运算，减法是加法的逆运算，乘法是连加，除法是乘法的逆运算。,加法,IS_A,运算,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4516,因此，对于计算机而言，二进制仍然是目前最适合的编码形式。,二进制,IS_A,形式,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4529,计算机的软件 计算机的软件是计算机系统中的程序和有关的文件。,软件,IS_A,文件,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4530,程序是对计算机任务的处理对象和处理规则的描述；有关的文件是为了便于了解程序所需的说明资料。,程序,IS_A,描述,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4535,软件又是计算机系统中的指挥者，它规定了各项计算任务内部的工作内容和工作流程以及各项任务之间的调度和协调。,软件,IS_A,指挥者,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4540,而应用软件是特定应用领域专用的软件，不同的应用软件根据不同的用户和所服务的领域提供相应的功能。,应用软件,IS_A,软件,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4599,激光发生器是20世纪以来，继原子能、电子计算机、半导体之后，人类的又一重大发明。,发生器,IS_A,发明,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4661,光学显微镜是由几个透镜组合构成的一种光学仪器，它可以把微小的物体放大成为人们的肉眼所能看到的影像。,显微镜,IS_A,光学仪器,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4704,电视节目 电视机是我们日常生活中非常熟悉、不可或缺的家电。,电视机,IS_A,家电,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4816,红外线是一种波长极短的电磁波，用它作遥控开关的媒介，不会对其他电器造成干扰。,红外线,IS_A,电磁波,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4834,空间站是可以供多名航天员长期工作和居住以及生产、试验的载人航天器，是目前在太空中运行的质量最大、容积最大、技术最复杂的人造天体。,空间站,IS_A,天体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4835,空间站是宇宙飞船发展的必然结果。,空间站,IS_A,必然结果,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4841,完工后的国际空间站，由6个实验舱、1个居住舱、2个连接舱、服务系统及运输系统组成，是个总长88米、质量约430吨的庞然大物。,空间站,IS_A,庞然大物,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
4951,燃料电池是一种化学电池，它利用物质发生化学反应时释放的能量，将其直接转变为电能。,燃料电池,IS_A,化学电池,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5111,如图所示的等腰△ABC是轴对称图形，B和C是关于角平分线AD所在直线的对称点，△ABD和△ADC是关于AD的对称三角形。,等腰,IS_A,图形,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5218,矩形、菱形和正方形是特殊的平行四边形。,矩形,IS_A,平行四边形,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5294,钢铁是人类现代生活和生产中应用最广泛、需求量最大的金属材料，人们将它称为"工业的骨骼"，并将它的产量的高低，看成是衡量一个国家实力大小的重要标准之一。,钢铁,IS_A,金属材料,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5335,函数是数学中一个重要的基本概念，也是微积分研究的对象。,函数,IS_A,对象,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5374,如果内接正多边形的边数无限增多，那么内接正多边形面积的极限，就是圆的面积。,极限,IS_A,面积,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5392,氧元素就是所有氧原子的总称，碳元素是所有碳原子的总称。,元素,IS_A,总称,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5401,氧气里的氧元素就是游离态的，二氧化碳、四氧化三铁里的氧元素就是化合态的。,元素,IS_A,游离态,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5436,氧气的物理性质 氧是一种没有颜色、没有气味、没有味道的气体。,物理性质,IS_A,气体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5495,汽车在一段平直的公路上运动，如果每小时通过的路程都是公里，每分钟通过的路程都是公里，我们就说汽车在作匀速直线运动。,路程,IS_A,公里,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5557,在物理学中，力和在力的方向上发生的位移，是做功的两个不可缺少的因素。,位移,IS_A,因素,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5679,在原子核内发现的核力是与万有引力和电磁力本质上不同的物质之间一种新的基本相互作用。,核力,IS_A,相互作用力,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5704,计算机病毒是一种可以自我复制的程序，一段可执行码。,计算机病毒,IS_A,程序,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5719,直角坐标系是常用的一种坐标系，但是它并不是用数表示点的位置的唯一方法。,直角坐标,IS_A,坐标系,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5722,这种用角和距离来确定点的位置的想法，便是引入极坐标的基本思想。,用角,IS_A,思想,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5722,这种用角和距离来确定点的位置的想法，便是引入极坐标的基本思想。,想法,IS_A,思想,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5789,一般人造卫星的运行轨道是椭圆形的。,轨道,IS_A,椭圆形,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5814,元素周期表是元素周期律的表现形式，它反映了元素之间相互联系的规律。,周期表,IS_A,表现形式,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5981,王冠不是纯金的 很久以前，有一个国王，他叫人给他做一个王冠，王冠一定要好看，而且必须是纯金的。,王冠,IS_A,很久以前,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
5998,所以，王冠不是纯金的。,王冠,IS_A,纯金,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6050,这个孩子就是著名的德国数学家高斯。,孩子,IS_A,数学家,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6163,指南针一头指南、另一头指北，是因为地球的地磁极和北极对指南针吸引的结果。,指南,IS_A,结果,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6164,所以指南针指的南北，并不是地球地理上的南、北极的方向，而是地磁南、北极的方向。,南北,IS_A,方向,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6204,月球是地球的一个天然卫星，它以一定的速度绕地球运转。,月球,IS_A,卫星,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6225,纯铜虽然是电气工业上使用最多的材料，但在其他工业上使用最多的却是铜合金。,纯铜,IS_A,铜合金,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6253,某些金属元素在气态下是非金属，某些非金属，如磷在高压下却具有金属的特性。,金属元素,IS_A,非金属,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6255,体温表里的银白色液体是水银，温度计里的红色液体是着色酒精。,液体,IS_A,水银,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6319,记忆合金是一种特殊的金属，在高温下，这种合金可以被变成任何你想要的形状；在较低的温度下，合金可以被拉伸，但是如果对它重新加热，它就会记起原来的形状并自动变回去。,记忆合金,IS_A,金属,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6331,数码相机的核心是一个叫做电荷耦合器件的光敏芯片，电荷耦合器件表面包含有几十万至几百万个光敏元件，称为像素。,核心,IS_A,芯片,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6339,数码相机得到的图像其实就是一组数值的集合。,图像,IS_A,集合,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6343,地球周围由空气形成的大气层是一种密度不均匀的介质。,大气层,IS_A,介质,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6372,这是飞机在夜空中飞过，闪烁的彩灯就是机身上的航行灯。,彩灯,IS_A,航行灯,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6375,"""红绿灯""其实就是为飞机导航的航行灯。",红绿灯,IS_A,航行灯,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6384,这种辐射是一种热辐射，其本质是由于物质吸收热量后，为了消除能量不均衡而使能量转移的一种过程。,辐射,IS_A,热辐射,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6392,太阳能 太阳是一个巨大而炽热的气体火球，它的内部在不断地进行热核反应，释放出巨大的能量。,太阳,IS_A,火球,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6406,因为用于测量的指纹仅是相当小的一片表皮，所以指纹采集设备应该有足够好的分辨率以获得指纹的细节。,指纹,IS_A,表皮,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6438,普通的单色光其实并不是单一的频率，每种颜色的光都有一定的波长宽度，叫做色带。,单色光,IS_A,频率,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6471,等离子体是正离子、电子和中性粒子的混合体。,等离子体,IS_A,混合体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6477,超导体最重要的特性是零电阻和完全抗磁性，这在实际上有非常重要的应用价值。,特性,IS_A,电阻,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6550,月球上有哪些资源 月球是地球唯一的天然卫星，也是离地球最近的天体。,月球,IS_A,天体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6602,太阳辐射是一种取之不尽、用之不竭的能源，而且没有污染，被人们称为清洁能源。,太阳辐射,IS_A,能源,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6609,煤炭、石油、天然气都是化石燃料，它们是由古代埋在地下的动植物经过漫长的年代转化形成的，这其实是由古代生物固定下来的太阳能。,煤炭,IS_A,燃料,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6618,原子核能是蕴藏在物质结构内部的、由原子核运动状态发生变化所释放的巨大能量。,原子核,IS_A,能量,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6705,太阳是太阳系的中心，它是一个巨大的火球，不停地散发着光和热。,太阳,IS_A,中心,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6736,笛卡尔是世纪法国的数学家，他善于思考，很注重生活中与数学有关的问题。,笛卡尔,IS_A,数学家,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6817,一个面是多边形，其余各面是一个公共顶点的三角形，由这些面所围成的几何体叫做棱锥。,一个,IS_A,多边形,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6832,正棱台的两个底面是相似正多边形，两底面中心连线、两底面的边心距和斜高组成直角梯形。,底面,IS_A,正多边形,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6837,棱台的侧面是全等的等腰梯形。,侧面,IS_A,梯形,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6886,变量是数学分析研究的基本对象。,变量,IS_A,对象,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6898,一般地，一次函数的图像是一条经过点，并且与正比例函数平行的直线。,图像,IS_A,直线,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6909,一次函数和直线方程在生产和科学研究中应用很广，也是我们学习其他函数和曲线方程的基础。,一次函数,IS_A,基础,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
6909,一次函数和直线方程在生产和科学研究中应用很广，也是我们学习其他函数和曲线方程的基础。,方程,IS_A,基础,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7025,播客是博客的升级，是有声有色的博客。,播客,IS_A,博客,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7026,播客是一个以互联网为载体的个人电台和电视台。,播客,IS_A,电台,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7074,动量是矢量，它的方向就是物体速度的方向。,动量,IS_A,矢量,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7084,外力的合力为零或者整个系统不受到外力，就是动量守恒的条件。,合力,IS_A,条件,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7093,动量是标量，它的方向就是物体速度的方向。,动量,IS_A,标量,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7101,动量守恒定律是人们认识自然、改造自然的重要工具。,守恒定律,IS_A,工具,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7133,交流电就是强度和方向都随时间作周期性变化的电流。,交流电,IS_A,电流,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7280,气质是内在散发出来的一种魅力，化妆虽能改变容貌，但的气质要靠内在修养才能形成。,气质,IS_A,魅力,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7289,荠菜是很普遍的一种野菜，一般的田间地头、草地上都能看到。,荠菜,IS_A,野菜,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7381,我的专业是法律，音乐只是作为一种爱好。,专业,IS_A,法律,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7529,蝴蝶是一种很奇特的现代两栖动物。,蝴蝶,IS_A,两栖动物,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7541,丛林是红松鼠的家园，它轻巧的身体使它能够敏捷地在树枝上跳来跳去。,丛林,IS_A,家园,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7545,秋天是寻找红松鼠的最佳季节，因为这时它们正忙着储藏坚果过冬，尽管它们实际上并不冬眠。,秋天,IS_A,季节,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7662,这种松鼠不仅有与众不同的发红皮毛，它们的基因也与生活在英国其他地区和欧洲大陆的松鼠不同，是一种"独特"的松鼠种属。,松鼠,IS_A,种属,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7662,这种松鼠不仅有与众不同的发红皮毛，它们的基因也与生活在英国其他地区和欧洲大陆的松鼠不同，是一种"独特"的松鼠种属。,基因,IS_A,种属,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7734,信天翁是一种充满传奇色彩而且很有诗意的动物。,信天翁,IS_A,动物,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7786,犀牛也是大型陆生动物，头上的角坚硬而粗大，形状像巨大的铁钉，连狮子、老虎也抵挡不住。,犀牛,IS_A,陆生动物,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7849,这种神秘的化学物质是氢氧自由基，它是由一个氧原子和一个氢原子组成的化学活性物质，氧化能力相当强。,化学物质,IS_A,自由基,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7897,赤道是最热的地方吗？,赤道,IS_A,地方,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
7902,赤道附近大多是海洋，一方面海水蒸发会吸收大量热量，另一方面海水的热容量大，水温升高要比陆地慢。,附近,IS_A,海洋,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8206,每年秋天，漫山遍野都是观赏红叶的人群。,漫山遍野,IS_A,人群,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8218,红叶，你是风雨一年的收获，你是又一载充满幻想的开始。,红叶,IS_A,收获,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8292,今后，纳米防水薄膜的开发应当与此类能源设备的研制结合起来，这是引人注目的应用前景。,开发,IS_A,前景,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8438,下定义能准确揭示事物的本质，是科技说明文常用的方法。,下定义,IS_A,方法,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8442,肥料是能供给养分使植物生长的物质。,肥料,IS_A,物质,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8452,蚕的小小身躯是一座非常奇妙的"加工厂"。,身躯,IS_A,加工厂,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8602,这两大系统是人体其他系统的调节指挥中心，它们发生的紊乱会导致其他系统中某些器官发生病变。,系统,IS_A,中心,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8604,许多与心脏和心脑血管有关的疾病都是过劳死的潜在隐患。,疾病,IS_A,隐患,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8605,患有高血压的病人也是过劳死的高发人群。,病人,IS_A,人群,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
8917,蝴蝶翅膀是天然的发光二极管 一颗最新的研究结果显示：在研制发光二极管方面，科学家远远落在了自然造化的后面。,翅膀,IS_A,结果显示,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9096,因为它是用硝石、硫黄和木炭这三种物质混合制成的，而当时这三种东西都是 人们用来治病的药物成分，所以取名"火药"，意思是"着火的药"。,东西,IS_A,成分,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9299,人工湿地是模拟和强化自然湿地功能的结果。,湿地,IS_A,结果,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9301,基质由砂和石构成，是湿地中最基础的物质。,基质,IS_A,物质,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9447,纯循环小数是从小数部分第一位开始循环的小数。,循环小数,IS_A,小数,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9472,实数是有理数和无理数的统称。,实数,IS_A,统称,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9505,任何一个集合是它本身的子集，即任何一个集合是它本身的子集，即。,集合,IS_A,子集,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9548,在数的运算中，减法是加法的逆运算，其运算是"减去一个数等于加上这个数的相反数"。,减法,IS_A,逆运算,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9637,正比例函数是一次函数的特例，性质也与一次函数相同。,函数,IS_A,特例,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9709,北京小米公司是一家很有发展前景的创新型企业，公司成立于年月日。,公司,IS_A,企业,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9734,"二次函数的图像是双曲线,反比例函数的图像是一条永无止境的抛物线。",图像,IS_A,抛物线,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9823,若其底面是正多边形，且顶点在底面的射影是底面的中心，则该棱锥称为正棱锥。,射影,IS_A,中心,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9875,"""北航""是北京航空航天大学的简称。",北航,IS_A,简称,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9884,地球并不是一个正圆形的球体，赤道有些微的鼓起。,地球,IS_A,球体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9891,假设是两个质数，那么关于的方程的整数解仅有一组：和。,假设,IS_A,质数,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9904,它的旋转轴是半圆的所在的直线，图点叫作，连接点与球面上任意一点的叫作球的半径。,旋转轴,IS_A,直线,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9946,蜂巢是怎样的几何体？,蜂巢,IS_A,几何体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9949,足球是怎样的几何体？,足球,IS_A,几何体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
9998,如果一个整数能被另一个整数整除，那么后者就是前者的因数。,后者,IS_A,因数,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10045,文字是记录语言的符号体系，是最重要的扩大语言交际作用的辅助工具。,文字,IS_A,辅助工具,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10067,大脑是人体的神经中枢，人体的一切生理活动都由大脑和指挥。,大脑,IS_A,神经中枢,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10117,"结构系统是它的躯壳,保护内部各组织;动力系统是它的心脏,由燃料部分和发动机部分组成;控制系统好比它的大脑,指挥火箭飞多快,怎样飞和飞到哪儿。",系统,IS_A,躯壳,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10133,图射箭 重力势能和弹性势能是常见的两种势能。,重力势能,IS_A,势能,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10172,能量是一个比较抽象的概念，我们既不能看到它，也不能摸到它，只能通过有关的物理现象来肯定它的存在。,能量,IS_A,概念,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
